date,team_1,team_2,team_1_score,team_2_score,tournament,winner
06-12-2025,Kuwait,Jordan,1.0,3.0,Arab Cup,Jordan
06-12-2025,United Arab Emirates,Egypt,1.0,1.0,Arab Cup,Draw
06-12-2025,Bahrain,Algeria,1.0,5.0,Arab Cup,Algeria
06-12-2025,Sudan,Iraq,0.0,2.0,Arab Cup,Iraq
07-12-2025,Qatar,Tunisia,0.0,3.0,Arab Cup,Tunisia
08-12-2025,Morocco,Saudi Arabia,1.0,0.0,Arab Cup,Morocco
09-12-2025,Egypt,Jordan,0.0,3.0,Arab Cup,Jordan
09-12-2025,Algeria,Iraq,2.0,0.0,Arab Cup,Algeria
11-12-2025,Morocco,Syria,1.0,0.0,Arab Cup,Morocco
11-12-2025,Palestine,Saudi Arabia,1.0,2.0,Arab Cup,Saudi Arabia
12-12-2025,Jordan,Iraq,1.0,0.0,Arab Cup,Jordan
12-12-2025,Algeria,United Arab Emirates,1.0,1.0,Arab Cup,Draw
15-12-2025,Morocco,United Arab Emirates,3.0,0.0,Arab Cup,Morocco
15-12-2025,Saudi Arabia,Jordan,0.0,1.0,Arab Cup,Jordan
18-12-2025,Jordan,Morocco,2.0,3.0,Arab Cup,Morocco
21-12-2025,Morocco,Comoros,2.0,0.0,African Cup of Nations,Morocco
22-12-2025,South Africa,Angola,2.0,1.0,African Cup of Nations,South Africa
22-12-2025,Egypt,Zimbabwe,2.0,1.0,African Cup of Nations,Egypt
23-12-2025,Tunisia,Uganda,3.0,1.0,African Cup of Nations,Tunisia
23-12-2025,DR Congo,Benin,1.0,0.0,African Cup of Nations,DR Congo
23-12-2025,Senegal,Botswana,3.0,0.0,African Cup of Nations,Senegal
24-12-2025,Algeria,Sudan,3.0,0.0,African Cup of Nations,Algeria
24-12-2025,Ivory Coast,Mozambique,1.0,0.0,African Cup of Nations,Ivory Coast
26-12-2025,Morocco,Mali,1.0,1.0,African Cup of Nations,Draw
26-12-2025,Egypt,South Africa,1.0,0.0,African Cup of Nations,Egypt
27-12-2025,Nigeria,Tunisia,3.0,2.0,African Cup of Nations,Nigeria
27-12-2025,Senegal,DR Congo,1.0,1.0,African Cup of Nations,Draw
28-12-2025,Algeria,Burkina Faso,1.0,0.0,African Cup of Nations,Algeria
28-12-2025,Ivory Coast,Cameroon,1.0,1.0,African Cup of Nations,Draw
29-12-2025,Morocco,Zambia,3.0,0.0,African Cup of Nations,Morocco
29-12-2025,Angola,Egypt,0.0,0.0,African Cup of Nations,Draw
29-12-2025,Zimbabwe,South Africa,2.0,3.0,African Cup of Nations,South Africa
30-12-2025,Tanzania,Tunisia,1.0,1.0,African Cup of Nations,Draw
30-12-2025,Benin,Senegal,0.0,3.0,African Cup of Nations,Senegal
30-12-2025,Botswana,DR Congo,0.0,3.0,African Cup of Nations,DR Congo
31-12-2025,Equatorial Guinea,Algeria,1.0,3.0,African Cup of Nations,Algeria
31-12-2025,Gabon,Ivory Coast,2.0,3.0,African Cup of Nations,Ivory Coast
03-01-2026,Senegal,Sudan,3.0,1.0,African Cup of Nations,Senegal
03-01-2026,Mali,Tunisia,1.0,1.0,African Cup of Nations,Draw
04-01-2026,Morocco,Tanzania,1.0,0.0,African Cup of Nations,Morocco
04-01-2026,South Africa,Cameroon,1.0,2.0,African Cup of Nations,Cameroon
05-01-2026,Egypt,Benin,3.0,1.0,African Cup of Nations,Egypt
06-01-2026,Algeria,DR Congo,1.0,0.0,African Cup of Nations,Algeria
06-01-2026,Ivory Coast,Burkina Faso,3.0,0.0,African Cup of Nations,Ivory Coast
09-01-2026,Mali,Senegal,0.0,1.0,African Cup of Nations,Senegal
09-01-2026,Morocco,Cameroon,2.0,0.0,African Cup of Nations,Morocco
10-01-2026,Algeria,Nigeria,0.0,2.0,African Cup of Nations,Nigeria
10-01-2026,Egypt,Ivory Coast,3.0,2.0,African Cup of Nations,Egypt
14-01-2026,Senegal,Egypt,1.0,0.0,African Cup of Nations,Senegal
14-01-2026,Morocco,Nigeria,0.0,0.0,African Cup of Nations,Draw
17-01-2026,Egypt,Nigeria,0.0,0.0,African Cup of Nations,Draw
18-01-2026,Morocco,Senegal,3.0,0.0,African Cup of Nations,Morocco
18-01-2026,Bolivia,Panama,1.0,1.0,Friendly,Draw
22-01-2026,Panama,Mexico,0.0,1.0,Friendly,Mexico
25-01-2026,Bolivia,Mexico,0.0,1.0,Friendly,Mexico
26-01-2026,Uzbekistan,China,2.0,2.0,Friendly,Draw
25-02-2026,Mexico,Iceland,4.0,0.0,Friendly,Mexico
25-03-2026,Bermuda,DR Congo,0.0,2.0,Friendly,DR Congo
26-03-2026,Brazil,France,1.0,2.0,Friendly,France
26-03-2026,Colombia,Croatia,1.0,2.0,Friendly,Croatia
26-03-2026,Wales,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Draw
26-03-2026,Ukraine,Sweden,1.0,3.0,FIFA World Cup qualification,Sweden
26-03-2026,Turkey,Romania,1.0,0.0,FIFA World Cup qualification,Turkey
26-03-2026,Czech Republic,Republic of Ireland,2.0,2.0,FIFA World Cup qualification,Draw
27-03-2026,Algeria,Guatemala,7.0,0.0,Friendly,Algeria
27-03-2026,Argentina,Mauritania,2.0,1.0,Friendly,Argentina
27-03-2026,Austria,Ghana,5.0,1.0,Friendly,Austria
27-03-2026,England,Uruguay,1.0,1.0,Friendly,Draw
27-03-2026,Greece,Paraguay,0.0,1.0,Friendly,Paraguay
27-03-2026,Morocco,Ecuador,1.0,1.0,Friendly,Draw
27-03-2026,Netherlands,Norway,2.0,1.0,Friendly,Netherlands
27-03-2026,Saudi Arabia,Egypt,0.0,4.0,Friendly,Egypt
27-03-2026,South Africa,Panama,1.0,1.0,Friendly,Draw
27-03-2026,Spain,Serbia,3.0,0.0,Friendly,Spain
27-03-2026,Switzerland,Germany,3.0,4.0,Friendly,Germany
27-03-2026,Costa Rica,Jordan,2.0,2.0,Friendly,Draw
27-03-2026,Iran,Nigeria,1.0,2.0,Friendly,Nigeria
27-03-2026,China,Curaçao,2.0,0.0,FIFA Series,China
27-03-2026,Australia,Cameroon,1.0,0.0,FIFA Series,Australia
27-03-2026,Chile,Cape Verde,4.0,2.0,FIFA Series,Chile
27-03-2026,New Zealand,Finland,0.0,2.0,FIFA Series,Finland
27-03-2026,Uzbekistan,Gabon,3.0,1.0,FIFA Series,Uzbekistan
28-03-2026,Canada,Iceland,2.0,2.0,Friendly,Draw
28-03-2026,Haiti,Tunisia,0.0,1.0,Friendly,Tunisia
28-03-2026,Ivory Coast,South Korea,4.0,0.0,Friendly,Ivory Coast
28-03-2026,Mexico,Portugal,0.0,0.0,Friendly,Draw
28-03-2026,Scotland,Japan,0.0,1.0,Friendly,Japan
28-03-2026,Senegal,Peru,2.0,0.0,Friendly,Senegal
28-03-2026,United States,Belgium,2.0,5.0,Friendly,Belgium
29-03-2026,Colombia,France,1.0,3.0,Friendly,France
30-03-2026,Germany,Ghana,2.0,1.0,Friendly,Germany
30-03-2026,Cape Verde,Finland,1.0,1.0,FIFA Series,Draw
30-03-2026,New Zealand,Chile,4.0,1.0,FIFA Series,New Zealand
30-03-2026,Uzbekistan,Venezuela,0.0,0.0,FIFA Series,Draw
31-03-2026,Algeria,Uruguay,0.0,0.0,Friendly,Draw
31-03-2026,Argentina,Zambia,5.0,0.0,Friendly,Argentina
31-03-2026,Austria,South Korea,1.0,0.0,Friendly,Austria
31-03-2026,Brazil,Croatia,3.0,1.0,Friendly,Brazil
31-03-2026,Canada,Tunisia,0.0,0.0,Friendly,Draw
31-03-2026,Costa Rica,Iran,0.0,5.0,Friendly,Iran
31-03-2026,England,Japan,0.0,1.0,Friendly,Japan
31-03-2026,Haiti,Iceland,1.0,1.0,Friendly,Draw
31-03-2026,Ivory Coast,Scotland,1.0,0.0,Friendly,Ivory Coast
31-03-2026,Jordan,Nigeria,2.0,2.0,Friendly,Draw
31-03-2026,Mexico,Belgium,1.0,1.0,Friendly,Draw
31-03-2026,Morocco,Paraguay,2.0,1.0,Friendly,Morocco
31-03-2026,Netherlands,Ecuador,1.0,1.0,Friendly,Draw
31-03-2026,Norway,Switzerland,0.0,0.0,Friendly,Draw
31-03-2026,Senegal,Gambia,3.0,1.0,Friendly,Senegal
31-03-2026,Serbia,Saudi Arabia,2.0,1.0,Friendly,Serbia
31-03-2026,South Africa,Panama,1.0,2.0,Friendly,Panama
31-03-2026,Spain,Egypt,0.0,0.0,Friendly,Draw
31-03-2026,United States,Portugal,0.0,2.0,Friendly,Portugal
31-03-2026,DR Congo,Jamaica,1.0,0.0,FIFA World Cup qualification,DR Congo
31-03-2026,Iraq,Bolivia,2.0,1.0,FIFA World Cup qualification,Iraq
31-03-2026,Bosnia and Herzegovina,Italy,1.0,1.0,FIFA World Cup qualification,Draw
31-03-2026,Sweden,Poland,3.0,2.0,FIFA World Cup qualification,Sweden
31-03-2026,Kosovo,Turkey,0.0,1.0,FIFA World Cup qualification,Turkey
31-03-2026,Czech Republic,Denmark,2.0,2.0,FIFA World Cup qualification,Draw
31-03-2026,Australia,Curaçao,5.0,1.0,FIFA Series,Australia
22-05-2026,Mexico,Ghana,2.0,0.0,Friendly,Mexico
26-05-2026,Morocco,Burundi,5.0,0.0,Friendly,Morocco
28-05-2026,Republic of Ireland,Qatar,1.0,0.0,Friendly,Republic of Ireland
28-05-2026,Egypt,Russia,1.0,0.0,Friendly,Egypt
29-05-2026,Andorra,Iraq,0.0,1.0,Friendly,Iraq
29-05-2026,Bosnia and Herzegovina,North Macedonia,0.0,0.0,Friendly,Draw
29-05-2026,Iran,Gambia,3.0,1.0,Friendly,Iran
29-05-2026,South Africa,Nicaragua,0.0,0.0,Friendly,Draw
30-05-2026,Ecuador,Saudi Arabia,2.0,1.0,Friendly,Ecuador
30-05-2026,South Korea,Trinidad and Tobago,5.0,0.0,Friendly,South Korea
30-05-2026,Mexico,Australia,1.0,0.0,Friendly,Mexico
30-05-2026,Scotland,Curaçao,4.0,1.0,Friendly,Scotland
31-05-2026,Brazil,Panama,6.0,2.0,Friendly,Brazil
31-05-2026,Cape Verde,Serbia,3.0,0.0,Friendly,Cape Verde
31-05-2026,Czech Republic,Kosovo,2.0,1.0,Friendly,Czech Republic
31-05-2026,Germany,Finland,4.0,0.0,Friendly,Germany
31-05-2026,Switzerland,Jordan,4.0,1.0,Friendly,Switzerland
31-05-2026,United States,Senegal,3.0,2.0,Friendly,United States
31-05-2026,Japan,Iceland,1.0,0.0,Friendly,Japan
01-06-2026,Austria,Tunisia,1.0,0.0,Friendly,Austria
01-06-2026,Canada,Uzbekistan,2.0,0.0,Friendly,Canada
01-06-2026,Colombia,Costa Rica,3.0,1.0,Friendly,Colombia
01-06-2026,Norway,Sweden,3.0,1.0,Friendly,Norway
01-06-2026,Turkey,North Macedonia,4.0,0.0,Friendly,Turkey
02-06-2026,Croatia,Belgium,0.0,2.0,Friendly,Belgium
02-06-2026,Haiti,New Zealand,4.0,0.0,Friendly,Haiti
02-06-2026,Morocco,Madagascar,4.0,0.0,Friendly,Morocco
02-06-2026,Wales,Ghana,1.0,1.0,Friendly,Draw
03-06-2026,DR Congo,Denmark,0.0,0.0,Friendly,Draw
03-06-2026,South Korea,El Salvador,1.0,0.0,Friendly,South Korea
03-06-2026,Netherlands,Algeria,0.0,1.0,Friendly,Algeria
03-06-2026,Panama,Dominican Republic,4.0,2.0,Friendly,Panama
04-06-2026,France,Ivory Coast,1.0,2.0,Friendly,Ivory Coast
04-06-2026,Guatemala,Czech Republic,1.0,5.0,Friendly,Czech Republic
04-06-2026,Iran,Mali,2.0,0.0,Friendly,Iran
04-06-2026,Mexico,Serbia,5.0,1.0,Friendly,Mexico
04-06-2026,Spain,Iraq,1.0,1.0,Friendly,Draw
04-06-2026,Sweden,Greece,2.0,2.0,Friendly,Draw
05-06-2026,Canada,Republic of Ireland,1.0,1.0,Friendly,Draw
05-06-2026,Haiti,Peru,1.0,2.0,Friendly,Peru
05-06-2026,Paraguay,Nicaragua,4.0,0.0,Friendly,Paraguay
05-06-2026,Puerto Rico,Saudi Arabia,0.0,3.0,Friendly,Saudi Arabia
06-06-2026,Argentina,Honduras,2.0,0.0,Friendly,Argentina
06-06-2026,Australia,Switzerland,1.0,1.0,Friendly,Draw
06-06-2026,Belgium,Tunisia,5.0,0.0,Friendly,Belgium
06-06-2026,Bermuda,Cape Verde,3.0,0.0,Friendly,Bermuda
06-06-2026,Bolivia,Scotland,0.0,4.0,Friendly,Scotland
06-06-2026,Brazil,Egypt,2.0,1.0,Friendly,Brazil
06-06-2026,Curaçao,Aruba,4.0,0.0,Friendly,Curaçao
06-06-2026,England,New Zealand,1.0,0.0,Friendly,England
06-06-2026,Jamaica,South Africa,0.0,1.0,Friendly,South Africa
06-06-2026,Panama,Bosnia and Herzegovina,1.0,1.0,Friendly,Draw
06-06-2026,Portugal,Chile,2.0,1.0,Friendly,Portugal
06-06-2026,Qatar,El Salvador,0.0,0.0,Friendly,Draw
06-06-2026,United States,Germany,1.0,2.0,Friendly,Germany
06-06-2026,Venezuela,Turkey,1.0,2.0,Friendly,Turkey
07-06-2026,Croatia,Slovenia,2.0,1.0,Friendly,Croatia
07-06-2026,Ecuador,Guatemala,3.0,0.0,Friendly,Ecuador
07-06-2026,Jordan,Colombia,0.0,2.0,Friendly,Colombia
07-06-2026,Morocco,Norway,1.0,1.0,Friendly,Draw
08-06-2026,France,Northern Ireland,3.0,1.0,Friendly,France
08-06-2026,Netherlands,Uzbekistan,2.0,1.0,Friendly,Netherlands
08-06-2026,Peru,Spain,1.0,3.0,Friendly,Spain
09-06-2026,Argentina,Iceland,3.0,0.0,Friendly,Argentina
09-06-2026,DR Congo,Chile,1.0,2.0,Friendly,Chile
09-06-2026,Saudi Arabia,Senegal,0.0,0.0,Friendly,Draw
09-06-2026,Iraq,Venezuela,0.0,2.0,Friendly,Venezuela
10-06-2026,Bolivia,Algeria,0.0,4.0,Friendly,Algeria
10-06-2026,England,Costa Rica,3.0,0.0,Friendly,England
10-06-2026,Portugal,Nigeria,2.0,1.0,Friendly,Portugal
11-06-2026,Mexico,South Africa,,,FIFA World Cup,Mexico
11-06-2026,South Korea,Czech Republic,,,FIFA World Cup,South Korea
12-06-2026,Canada,Bosnia and Herzegovina,,,FIFA World Cup,Draw
12-06-2026,United States,Paraguay,,,FIFA World Cup,United States
13-06-2026,Qatar,Switzerland,,,FIFA World Cup,Draw
13-06-2026,Brazil,Morocco,,,FIFA World Cup,Draw
13-06-2026,Haiti,Scotland,,,FIFA World Cup,Scotland
13-06-2026,Australia,Turkey,,,FIFA World Cup,Australia
14-06-2026,Germany,Curaçao,,,FIFA World Cup,Germany
14-06-2026,Ivory Coast,Ecuador,,,FIFA World Cup,Ivory Coast
14-06-2026,Netherlands,Japan,,,FIFA World Cup,Draw
14-06-2026,Sweden,Tunisia,,,FIFA World Cup,Sweden
15-06-2026,Belgium,Egypt,,,FIFA World Cup,Draw
15-06-2026,Iran,New Zealand,,,FIFA World Cup,Draw
15-06-2026,Spain,Cape Verde,,,FIFA World Cup,Draw
15-06-2026,Saudi Arabia,Uruguay,,,FIFA World Cup,Draw
16-06-2026,France,Senegal,,,FIFA World Cup,France
16-06-2026,Iraq,Norway,,,FIFA World Cup,Norway
16-06-2026,Argentina,Algeria,,,FIFA World Cup,Argentina
16-06-2026,Austria,Jordan,,,FIFA World Cup,Austria
17-06-2026,Portugal,DR Congo,,,FIFA World Cup,Draw
17-06-2026,Uzbekistan,Colombia,,,FIFA World Cup,Draw
17-06-2026,England,Croatia,,,FIFA World Cup,Draw
17-06-2026,Ghana,Panama,,,FIFA World Cup,Draw
18-06-2026,Czech Republic,South Africa,,,FIFA World Cup,Draw
18-06-2026,Mexico,South Korea,,,FIFA World Cup,Draw
18-06-2026,Switzerland,Bosnia and Herzegovina,,,FIFA World Cup,Draw
18-06-2026,Canada,Qatar,,,FIFA World Cup,Draw
19-06-2026,Scotland,Morocco,,,FIFA World Cup,Draw
19-06-2026,Brazil,Haiti,,,FIFA World Cup,Draw
19-06-2026,United States,Australia,,,FIFA World Cup,Draw
19-06-2026,Turkey,Paraguay,,,FIFA World Cup,Draw
20-06-2026,Germany,Ivory Coast,,,FIFA World Cup,Draw
20-06-2026,Ecuador,Curaçao,,,FIFA World Cup,Draw
20-06-2026,Netherlands,Sweden,,,FIFA World Cup,Draw
20-06-2026,Tunisia,Japan,,,FIFA World Cup,Draw
21-06-2026,Belgium,Iran,,,FIFA World Cup,Draw
21-06-2026,New Zealand,Egypt,,,FIFA World Cup,Draw
21-06-2026,Spain,Saudi Arabia,,,FIFA World Cup,Draw
21-06-2026,Uruguay,Cape Verde,,,FIFA World Cup,Draw
22-06-2026,France,Iraq,,,FIFA World Cup,Draw
22-06-2026,Norway,Senegal,,,FIFA World Cup,Draw
22-06-2026,Argentina,Austria,,,FIFA World Cup,Draw
22-06-2026,Jordan,Algeria,,,FIFA World Cup,Draw
23-06-2026,Portugal,Uzbekistan,,,FIFA World Cup,Draw
23-06-2026,Colombia,DR Congo,,,FIFA World Cup,Draw
23-06-2026,England,Ghana,,,FIFA World Cup,Draw
23-06-2026,Panama,Croatia,,,FIFA World Cup,Draw
24-06-2026,Mexico,Czech Republic,,,FIFA World Cup,Draw
24-06-2026,South Africa,South Korea,,,FIFA World Cup,Draw
24-06-2026,Canada,Switzerland,,,FIFA World Cup,Draw
24-06-2026,Bosnia and Herzegovina,Qatar,,,FIFA World Cup,Draw
24-06-2026,Scotland,Brazil,,,FIFA World Cup,Draw
24-06-2026,Morocco,Haiti,,,FIFA World Cup,Draw
25-06-2026,United States,Turkey,,,FIFA World Cup,Draw
25-06-2026,Paraguay,Australia,,,FIFA World Cup,Draw
25-06-2026,Curaçao,Ivory Coast,,,FIFA World Cup,Draw
25-06-2026,Ecuador,Germany,,,FIFA World Cup,Draw
25-06-2026,Japan,Sweden,,,FIFA World Cup,Draw
25-06-2026,Tunisia,Netherlands,,,FIFA World Cup,Draw
26-06-2026,Egypt,Iran,,,FIFA World Cup,Draw
26-06-2026,New Zealand,Belgium,,,FIFA World Cup,Draw
26-06-2026,Cape Verde,Saudi Arabia,,,FIFA World Cup,Draw
26-06-2026,Uruguay,Spain,,,FIFA World Cup,Draw
26-06-2026,Norway,France,,,FIFA World Cup,Draw
26-06-2026,Senegal,Iraq,,,FIFA World Cup,Draw
27-06-2026,Algeria,Austria,,,FIFA World Cup,Draw
27-06-2026,Jordan,Argentina,,,FIFA World Cup,Draw
27-06-2026,Colombia,Portugal,,,FIFA World Cup,Draw
27-06-2026,DR Congo,Uzbekistan,,,FIFA World Cup,Draw
27-06-2026,Panama,England,,,FIFA World Cup,Draw
27-06-2026,Croatia,Ghana,,,FIFA World Cup,Draw
